facility_code,exposure_month,landsat,modis,era5,trmm,persiann,landsat-7
2541,2020_09,NaN,32.07400000000005,25.960687107510065,NaN,0.6014999548594157,28.68676430000005
2541,2020_10,40.58489192000002,36.455714285714315,27.594397440264324,NaN,1.9753230771710795,NaN
2541,2020_11,NaN,32.01666666666669,27.413817765977672,NaN,17.32492435971896,32.908019000000024
2541,2020_12,NaN,30.970000000000027,29.123390370030585,NaN,5.759946800047351,36.73278338
2541,2021_01,NaN,37.02333333333337,29.48916399145642,NaN,2.5297636562778103,30.563257280000016
2541,2021_02,33.40704992000002,40.17000000000002,30.700737549009794,NaN,2.0228260343096087,NaN
2541,2021_03,36.086777600000005,41.650000000000034,31.246208650322394,NaN,1.0353005509222708,NaN
2541,2021_04,29.008058180000035,NaN,27.744300927056234,NaN,4.098200246691704,NaN
2541,2021_05,29.01489422000003,30.880000000000024,26.79126834664295,NaN,5.157203037411936,29.39087642000004
2541,2021_06,NaN,33.470000000000056,25.335596911112482,NaN,1.065000057220459,NaN
2541,2021_07,30.97000165999998,30.450000000000045,24.978259556267872,NaN,2.210133989651998,26.41036298000006
2541,2021_08,NaN,31.80333333333336,25.954628204017574,NaN,0.0,31.940719339999987
2541,2021_09,NaN,36.34333333333338,26.61773781246611,NaN,0.0,29.42163860000005
2541,2021_10,38.13417158000004,38.12500000000003,28.58196973082842,NaN,0.3644023787590765,36.3431291
2541,2021_11,30.94949354000005,45.190000000000055,30.313473129272484,NaN,2.7322215835253396,NaN
2541,2021_12,38.759669239999994,33.67000000000004,28.404443092756395,NaN,8.997624372282337,36.08335957999998
2541,2022_01,NaN,36.36500000000002,30.318584163214595,NaN,1.3446276947375266,27.363990560000047
2541,2022_02,36.18590018000003,40.09000000000003,31.381798862275648,NaN,2.3272108632539,32.60723324000003
2541,2022_03,NaN,41.31000000000003,31.245302741758312,NaN,0.6503753508290937,37.56336224000006
2541,2022_04,24.205740080000055,35.650000000000034,28.81870064205595,NaN,6.717082875470321,NaN
2541,2022_05,36.04576136000003,31.234000000000027,26.468950813047364,NaN,18.012430744786418,NaN
2541,2022_06,NaN,27.283333333333378,24.619854397243945,NaN,1.6714999675750732,NaN
2541,2022_07,31.25711534000004,25.896666666666704,23.787541695051313,NaN,0.0,19.194922760000054
2541,2022_08,31.024689980000005,29.83666666666669,24.799292070122192,NaN,0.5308064337699644,NaN
2541,2022_09,NaN,32.634000000000015,26.266420576307528,NaN,0.6384999752044678,27.753644839999993
2541,2022_10,28.291982990000008,34.130000000000024,27.680668685256812,NaN,0.5099977216412944,27.05295074000003
2541,2022_11,36.202990279999995,NaN,28.387420315212687,NaN,8.64878753821055,24.598812380000027
2541,2022_12,33.39679586,34.81000000000003,29.64481360732871,NaN,8.59878663093813,30.676051940000008
2541,2023_01,38.622948440000016,34.4366666666667,29.691546991820008,NaN,1.8365890412561354,NaN
2541,2023_02,44.63182760000001,34.430000000000035,30.822309884570902,NaN,0.0,29.681408120000015
2541,2023_03,46.40919800000006,36.9366666666667,30.432937548237472,NaN,4.901640126782079,18.991550570000044
2541,2023_04,30.98025572000006,NaN,27.83793188730878,NaN,23.93955835700035,NaN
2541,2023_05,NaN,30.203333333333376,26.2041759162821,NaN,11.207742037311677,27.13498321999998
2541,2023_06,NaN,28.920000000000016,25.60149919721817,NaN,3.3415000438690186,23.564861330000014
2541,2023_07,29.814710900000023,25.67500000000004,24.693484140211563,NaN,0.0,25.586620160000052
2541,2023_08,32.56963502000002,29.850000000000023,25.78777640147878,NaN,0.0,24.554378120000024
2541,2023_09,36.56530040000001,30.070000000000032,27.52677574157718,NaN,0.0,NaN
2541,2023_10,29.04394739,31.458000000000027,28.402167174636695,NaN,4.717086361300561,27.856185440000047
2541,2023_11,40.297778240000014,NaN,26.41960913340254,NaN,47.25217807789644,28.433830820000026
2541,2023_12,NaN,31.430000000000025,27.890686077541794,NaN,5.408084621032079,NaN
2542,2018_11,28.05101258000002,32.55000000000003,27.100348620944587,0.03725288063287735,5.897854954004288,NaN
2542,2018_12,35.608254800000054,33.090000000000046,27.92730440939628,0.09080646187067032,7.902166732857304,NaN
2542,2019_01,41.40179870000003,37.578571428571465,28.52393971514961,0.01700759306550026,0.5037032788799655,NaN
2542,2019_02,43.490208919999986,40.05000000000003,29.376041598547097,0.029005924239754677,1.159603095480374,NaN
2542,2019_03,38.03846702000001,39.38500000000002,30.439168384511014,0.009513250552117825,0.8163737818118064,50.97909074000006
2542,2019_04,NaN,40.99000000000001,28.787686708238414,0.0,1.1522419278820355,40.86516956000003
2542,2019_05,37.75477136000001,25.950000000000045,24.72617933621973,0.385372519493103,25.375485631727404,34.97592110000005
2542,2019_06,37.87782007999999,27.930000000000035,24.984774165683348,0.0024804468266665936,1.2246863345305126,36.17906414000004
2542,2019_07,NaN,29.730000000000018,24.705282588671633,0.014750581234693527,1.1152061339347594,31.906539140000007
2542,2019_08,NaN,30.324285714285736,24.903928785426658,0.02713838964700699,1.1902645326429797,NaN
2542,2019_09,NaN,33.11333333333335,25.445729933844703,0.06473559886217117,0.8725001017252604,NaN
2542,2019_10,33.38995982000006,30.260000000000048,25.25963942004791,0.4989219009876251,18.74861761446922,28.454338940000014
2542,2019_11,42.17085320000001,30.446000000000026,26.4127683427599,0.2798865735530853,8.500921785831451,37.39929728000004
2542,2019_12,NaN,31.890000000000025,27.265921200988135,0.20127029716968536,18.081583755631602,35.60141876
2542,2020_01,40.769465000000025,32.06333333333337,28.333286744804823,NaN,4.8163418952495824,NaN
2542,2020_02,37.39246123999999,33.650000000000034,28.967473076129814,NaN,1.1650892809547226,NaN
2542,2020_03,15.021520340000052,35.36500000000004,28.40537603234735,NaN,8.184291669918645,32.60723324000003
2542,2020_04,38.73232508000001,31.80000000000004,26.36977890862361,NaN,25.19625846048196,NaN
2542,2020_05,33.65656538000002,28.8066666666667,24.711845078006895,NaN,12.005710294169765,NaN
2542,2020_06,38.838283700000034,27.2966666666667,24.40675945281985,NaN,4.293325463930766,33.82063033999998
2542,2020_07,NaN,29.51000000000002,24.086583832771566,NaN,1.8366739826817666,NaN
2542,2020_08,40.90276777999998,32.22200000000004,24.327235383884894,NaN,0.9992019976339033,31.39041812000005
2542,2020_09,NaN,36.59400000000003,25.28185952504479,NaN,0.6304999987284342,30.588892430000044
2542,2020_10,NaN,35.41000000000003,26.76520399688395,NaN,1.9105432494994132,NaN
2542,2020_11,39.10488926000005,34.025000000000034,26.930316246880455,NaN,15.733866751194,40.96429214
2542,2020_12,40.78826411000003,33.31666666666669,28.187780490998325,NaN,11.272867456559212,39.05703698000002
2542,2021_01,NaN,37.945000000000036,28.316580196093515,NaN,3.6101660997636857,31.633097539999994
2542,2021_02,NaN,42.29666666666669,29.469332926613962,NaN,3.013701548001596,NaN
2542,2021_03,33.00543257000001,43.64000000000004,30.082133024482342,NaN,1.911010088459138,37.68299294000002
2542,2021_04,30.32741390000001,NaN,27.145668114556226,NaN,2.9653383096059165,34.152178280000015
2542,2021_05,NaN,36.150000000000034,26.228219686528718,NaN,4.321339053492392,33.383123780000005
2542,2021_06,34.955412980000006,34.22000000000003,24.7676064597236,NaN,0.0,NaN
2542,2021_07,34.64437315999999,NaN,24.40687336255147,NaN,1.2695341110229492,29.073000560000025
2542,2021_08,25.880569880000053,33.416666666666686,25.106822319440965,NaN,0.0,33.09259208000003
2542,2021_09,37.84705789999998,37.47000000000004,25.77775029076473,NaN,0.0,NaN
2542,2021_10,41.470159100000046,39.21400000000004,27.47582368748164,NaN,1.7814837732622701,39.06900005
2542,2021_11,46.47755840000002,NaN,29.130541271633597,NaN,1.2752846082051594,NaN
2542,2021_12,39.547522850000036,35.690000000000055,27.81501149413408,NaN,12.03667559931355,31.923629240000025
2542,2022_01,NaN,35.90250000000003,29.41029965800625,NaN,1.2813798939028094,NaN
2542,2022_02,NaN,41.31000000000003,30.341379056658088,NaN,2.129154454118439,33.46857428000001
2542,2022_03,NaN,43.12000000000003,30.27648448739003,NaN,3.4443526114186933,28.683346280000023
2542,2022_04,NaN,44.110000000000014,28.16463434431291,NaN,5.455602541565895,NaN
2542,2022_05,39.162995600000045,33.74000000000001,26.234071780789307,NaN,10.718608902346704,25.993364540000016
2542,2022_06,24.38347712000001,30.57000000000002,24.40523308648006,NaN,1.0954999923706055,NaN
2542,2022_07,30.453880640000023,27.670000000000034,23.460857912289224,NaN,0.0,NaN
2542,2022_08,35.608254800000026,32.86500000000004,24.200719636486433,NaN,0.0,NaN
2542,2022_09,22.36684532000004,35.710000000000015,25.34521831936309,NaN,0.0,24.373223059999987
2542,2022_10,45.110350400000016,38.11000000000004,26.56140730252832,NaN,0.5499462927541425,22.90689248000001
2542,2022_11,NaN,37.450000000000024,27.58123813205297,NaN,11.476081113020578,24.171559880000018
2542,2022_12,NaN,35.89500000000004,28.778754929573324,NaN,12.886355250112471,31.81653128000001
2542,2023_01,40.82415332000005,34.660000000000025,28.836023113291773,NaN,4.0995201997218595,27.724591670000024
2542,2023_02,44.01316598000005,38.363333333333344,29.834580857413183,NaN,0.0,NaN
2542,2023_03,44.81981870000004,42.59000000000003,29.597262565038562,NaN,5.172101105413129,29.223393440000024
2542,2023_04,32.73711800000001,NaN,27.33574275970462,NaN,22.989438086748123,NaN
2542,2023_05,29.906997440000055,29.57500000000003,26.003660333284788,NaN,7.165005706971692,27.753644839999993
2542,2023_06,NaN,28.590000000000032,25.217870182461226,NaN,3.358000119527181,28.170643280000036
2542,2023_07,21.772109840000013,25.666000000000032,24.261040213800268,NaN,0.0,24.892762100000027
2542,2023_08,NaN,28.02428571428575,25.133547780847064,NaN,0.0,26.085651080000048
2542,2023_09,42.167435179999984,33.722000000000016,26.55999514261884,NaN,0.0,NaN
2542,2023_10,51.191007979999995,33.5214285714286,27.491346757129982,NaN,9.774372000848093,NaN
2542,2023_11,43.06979246000003,NaN,26.137466663784476,NaN,39.54123240709305,22.520656219999978
2542,2023_12,NaN,32.38333333333338,27.772877375284853,NaN,7.639495596289635,NaN
