neighborhood_code,exposure_month,landsat,modis,era5,landsat-7, persiann
7,1/9/2019 00:00,36.15024803,28.83306589,27.17029722,NaN,19.6265328
7,1/10/2019 00:00,38.97601396,30.90951695,27.8135227,9.069568244,6.399117867
7,1/11/2019 00:00,43.55761103,38.13659455,29.05533831,43.88723845,0.355070069
7,1/12/2019 00:00,41.05673766,37.63446886,26.60565711,35.49783741,0.049692396
7,1/1/2020 00:00,45.01616569,33.14313972,25.92501738,-9.408537207,0.011751719
7,1/2/2020 00:00,47.42372669,39.39391687,29.31814842,42.34786653,0.032507559
7,1/3/2020 00:00,52.66702007,43.39454437,29.70816287,44.92753223,0.030062828
7,1/4/2020 00:00,52.41206799,44.79386511,31.35367781,50.04096184,0.046225997
7,1/5/2020 00:00,53.05534479,42.78720418,29.88602586,47.30751723,0.182550536
7,1/6/2020 00:00,NaN,35.21883599,30.27900238,12.89054423,4.79219426
7,1/7/2020 00:00,20.64817314,26.87,27.36341104,24.55767498,18.26250493
7,1/8/2020 00:00,42.92440148,28.88305094,26.69346781,32.2442983,13.11179202
7,1/9/2020 00:00,34.6672719,26.48282813,26.57265572,NaN,32.95606322
7,1/10/2020 00:00,20.69070637,33.78455201,27.97561068,34.5510792,4.810707764
7,1/11/2020 00:00,41.55145765,38.79244107,27.35596769,43.84056039,0.211262009
7,1/12/2020 00:00,46.22341237,37.94659975,26.65609683,40.39807957,0.009882963
7,1/1/2021 00:00,43.69550226,37.89245732,26.47441664,37.52056661,0.00750339
7,1/2/2021 00:00,41.61464216,37.88410597,27.38820117,33.75433551,0.023898864
7,1/3/2021 00:00,56.60389848,41.24442897,28.11273459,38.38070441,0.014237068
7,1/4/2021 00:00,38.9740446,46.44600341,29.51916334,46.00585248,0.006429023
7,1/5/2021 00:00,46.39424762,39.97630964,29.36007263,28.00167183,0.058544012
7,1/6/2021 00:00,49.22512473,36.73114597,30.1190861,42.78939673,5.251946071
7,1/7/2021 00:00,34.76981672,33.40889954,28.94436068,33.43932556,13.99205037
7,1/8/2021 00:00,NaN,31.09354325,26.77084491,10.15251384,27.53656984
7,1/9/2021 00:00,38.33623018,30.77616812,27.44824619,22.6454401,19.39319113
7,1/10/2021 00:00,43.25009443,35.20003842,28.41907367,12.0092872,7.427017686
7,1/11/2021 00:00,42.06747505,39.54088243,28.89690687,32.25882298,0.209460669
7,1/12/2021 00:00,34.66377188,37.75036175,27.62440898,NaN,0.111986325
7,1/1/2022 00:00,44.76108163,37.50864406,27.59022055,29.14704027,0.010839469
